Story_Num	Sentence_Num	Word_In_Sentence_Num	Word	Word_In_Story_Num
2	7	14	had	221
2	7	15	been	222
2	7	16	changed	223
2	7	17	into	224
2	7	18	fine	225
2	7	19	mist	226
2	7	20	or	227
2	7	21	vapor	228
2	7	22	and	229
2	7	23	Aqua	230
2	7	24	could	231
2	7	25	not	232
2	7	26	see	233
2	7	27	them.	234
2	8	0	Do	235
2	8	1	you	236
2	8	2	know	237
2	8	3	what	238
2	8	4	vapor	239
2	8	5	is?	240
2	9	0	If	241
2	9	1	you	242
2	9	2	breathe	243
2	9	3	into	244
2	9	4	the	245
2	9	5	air,	246
2	9	6	when	247
2	9	7	it	248
2	9	8	is	249
2	9	9	cold	250
2	9	10	enough,	251
2	9	11	you	252
2	9	12	will	253
2	9	13	see	254
2	9	14	it	255
2	9	15	coming	256
2	9	16	out	257
2	9	17	of	258
2	9	18	your	259
2	9	19	mouth	260
2	9	20	thick	261
2	9	21	and	262
2	9	22	fast	263
2	9	23	like	264
2	9	24	steam.	265
2	10	0	When	266
2	10	1	the	267
2	10	2	vapor	268
2	10	3	is	269
2	10	4	quite	270
2	10	5	near	271
2	10	6	the	272
2	10	7	earth,	273
2	10	8	we	274
2	10	9	call	275
2	10	10	it	276
2	10	11	'fog'.	277
2	11	0	Into	278
2	11	1	vapor	279
2	11	2	the	280
2	11	3	water	281
2	11	4	drops	282
2	11	5	that	283
2	11	6	danced	284
2	11	7	in	285
2	11	8	the	286
2	11	9	ocean	287
2	11	10	had	288
2	11	11	been	289
2	11	12	changed,	290
2	11	13	because	291
2	11	14	in	292
2	11	15	their	293
2	11	16	own	294
2	11	17	shape	295
2	11	18	they	296
2	11	19	were	297
2	11	20	too	298
2	11	21	heavy	299
2	11	22	for	300
2	11	23	the	301
2	11	24	sunbeams	302
2	11	25	that	303
2	11	26	the	304
2	11	27	sun	305
2	11	28	let	306
2	11	29	out	307
2	11	30	to	308
2	11	31	carry.	309
2	12	0	Higher	310
2	12	1	and	311
2	12	2	higher	312
2	12	3	they	313
2	12	4	sailed,	314
2	12	5	and	315
2	12	6	though	316
2	12	7	it	317
2	12	8	was	318
2	12	9	grand,	319
2	12	10	Aqua	320
2	12	11	and	321
2	12	12	his	322
2	12	13	friends	323
2	12	14	were	324
2	12	15	like	325
2	12	16	fish	326
2	12	17	out	327
2	12	18	of	328
2	12	19	water,	329
2	12	20	so	330
2	12	21	they	331
2	12	22	grew	332
2	12	23	quite	333
2	12	24	dizzy.	334
2	13	0	They	335
2	13	1	enjoyed	336
2	13	2	looking	337
2	13	3	down	338
2	13	4	on	339
2	13	5	the	340
2	13	6	world	341
2	13	7	below,	342
2	13	8	while	343
2	13	9	the	344
2	13	10	wind	345
2	13	11	scattered	346
2	13	12	them	347
2	13	13	across	348
2	13	14	the	349
2	13	15	four	350
2	13	16	corners	351
2	13	17	of	352
2	13	18	the	353
2	13	19	earth,	354
2	13	20	but	355
2	13	21	after	356
2	13	22	a	357
2	13	23	while	358
2	13	24	it	359
2	13	25	grew	360
2	13	26	nearly	361
2	13	27	time	362
2	13	28	for	363
2	13	29	the	364
2	13	30	sun	365
2	13	31	to	366
2	13	32	go	367
2	13	33	to	368
2	13	34	bed.	369
2	14	0	He	370
2	14	1	became	371
2	14	2	very	372
2	14	3	red	373
2	14	4	in	374
2	14	5	the	375
2	14	6	face,	376
2	14	7	and	377
2	14	8	began	378
2	14	9	to	379
2	14	10	sink	380
2	14	11	lower	381
2	14	12	and	382
2	14	13	lower,	383
2	14	14	until	384
2	14	15	suddenly	385
2	14	16	he	386
2	14	17	went	387
2	14	18	clear	388
2	14	19	out	389
2	14	20	of	390
2	14	21	sight!	391
2	15	0	Poor	392
2	15	1	little	393
2	15	2	Aqua,	394
2	15	3	frightened	395
2	15	4	by	396
2	15	5	the	397
2	15	6	impending	398
2	15	7	cold	399
2	15	8	and	400
2	15	9	darkness,	401
2	15	10	wished	402
2	15	11	he	403
2	15	12	could	404
2	15	13	sleep	405
2	15	14	not	406
2	15	15	in	407
2	15	16	the	408
2	15	17	sky,	409
2	15	18	but	410
2	15	19	somewhere	411
2	15	20	closer	412
2	15	21	to	413
2	15	22	earth.	414
2	16	0	Then	415
2	16	1	Aqua	416
2	16	2	heard	417
2	16	3	the	418
2	16	4	wind	419
2	16	5	blow	420
2	16	6	and	421
2	16	7	conjectured	422
2	16	8	that	423
2	16	9	maybe	424
2	16	10	the	425
2	16	11	wind	426
2	16	12	could	427
2	16	13	take	428
2	16	14	him	429
2	16	15	back	430
2	16	16	down	431
2	16	17	to	432
2	16	18	the	433
2	16	19	ocean.	434
2	17	0	Indeed,	435
2	17	1	the	436
2	17	2	wind	437
2	17	3	took	438
2	17	4	pity	439
2	17	5	on	440
2	17	6	him	441
2	17	7	and	442
2	17	8	fanned	443
2	17	9	him,	444
2	17	10	together	445
2	17	11	with	446
2	17	12	all	447
2	17	13	of	448
2	17	14	his	449
2	17	15	brothers	450
2	17	16	and	451
2	17	17	sisters,	452
2	17	18	into	453
2	17	19	a	454
2	17	20	heavy	455
2	17	21	gray	456
2	17	22	cloud,	457
2	17	23	after	458
2	17	24	which	459
2	17	25	he	460
2	17	26	blew	461
2	17	27	them	462
2	17	28	apart	463
2	17	29	and	464
2	17	30	told	465
2	17	31	them	466
2	17	32	to	467
2	17	33	hurry	468
2	17	34	down,	469
2	17	35	fast	470
2	17	36	and	471
2	17	37	furious	472
2	17	38	to	473
2	17	39	the	474
2	17	40	earth,	475
2	17	41	so	476
2	17	42	they	477
2	17	43	could	478
2	17	44	have	479
2	17	45	a	480
2	17	46	fighting	481
2	17	47	chance	482
2	17	48	of	483
2	17	49	reaching	484
2	17	50	the	485
2	17	51	ocean.	486
2	18	0	Down	487
2	18	1	they	488
2	18	2	went,	489
2	18	3	rolling	490
2	18	4	over	491
2	18	5	each	492
2	18	6	other	493
2	18	7	until	494
2	18	8	with	495
2	18	9	a	496
2	18	10	patter	497
2	18	11	and	498
2	18	12	clatter	499
2	18	13	and	500
2	18	14	spatter	501
2	18	15	they	502
2	18	16	touched	503
2	18	17	the	504
2	18	18	ground,	505
2	18	19	and	506
2	18	20	all	507
2	18	21	the	508
2	18	22	people	509
2	18	23	that	510
2	18	24	the	511
2	18	25	raindrops	512
2	18	26	fell	513
2	18	27	on	514
2	18	28	cried,	515
2	18	29	'It's	516
2	18	30	raining',	517
2	18	31	and	518
2	18	32	took	519
2	18	33	out	520
2	18	34	their	521
2	18	35	umbrellas.	522
2	19	0	Some	523
2	19	1	of	524
2	19	2	the	525
2	19	3	drops	526
2	19	4	that	527
2	19	5	were	528
2	19	6	the	529
2	19	7	most	530
2	19	8	fortunate,	531
2	19	9	including	532
2	19	10	Aqua,	533
2	19	11	fell	534
2	19	12	on	535
2	19	13	a	536
2	19	14	mountainside,	537
2	19	15	and	538
2	19	16	down	539
2	19	17	the	540
2	19	18	rocky	541
2	19	19	cliff	542
2	19	20	they	543
2	19	21	ran.	544
2	20	0	Together	545
2	20	1	they	546
2	20	2	plunged	547
2	20	3	into	548
2	20	4	a	549
2	20	5	mountain	550
2	20	6	brook,	551
2	20	7	which	552
2	20	8	came	553
2	20	9	foaming	554
2	20	10	and	555
2	20	11	dashing	556
2	20	12	along,	557
2	20	13	leaping	558
2	20	14	over	559
2	20	15	rocks	560
2	20	16	and	561
2	20	17	rushing	562
2	20	18	down	563
2	20	19	the	564
2	20	20	hillside,	565
2	20	21	until	566
2	20	22	in	567
2	20	23	the	568
2	20	24	valley	569
2	20	25	below	570
2	20	26	they	571
2	20	27	heard	572
2	20	28	the	573
2	20	29	strangest	574
2	20	30	clattering	575
2	20	31	noise.	576
2	21	0	The	577
2	21	1	little	578
2	21	2	water	579
2	21	3	drops	580
2	21	4	were	581
2	21	5	then	582
2	21	6	able	583
2	21	7	to	584
2	21	8	make	585
2	21	9	out	586
2	21	10	a	587
2	21	11	flour	588
2	21	12	mill	589
2	21	13	that	590
2	21	14	was	591
2	21	15	standing	592
2	21	16	on	593
2	21	17	the	594
2	21	18	bank.	595
2	22	0	Inside	596
2	22	1	the	597
2	22	2	mill,	598
2	22	3	the	599
2	22	4	water	600
2	22	5	drops	601
2	22	6	saw	602
2	22	7	two	603
2	22	8	great	604
2	22	9	stones,	605
2	22	10	which	606
2	22	11	the	607
2	22	12	big	608
2	22	13	wheel	609
2	22	14	kept	610
2	22	15	whizzing	611
2	22	16	round	612
2	22	17	and	613
2	22	18	round.	614
2	23	0	The	615
2	23	1	stones,	616
2	23	2	smoothed	617
2	23	3	by	618
2	23	4	the	619
2	23	5	spinning,	620
2	23	6	were	621
2	23	7	busy	622
2	23	8	grinding	623
2	23	9	the	624
2	23	10	wheat	625
2	23	11	into	626
2	23	12	flour	627
2	23	13	and	628
2	23	14	the	629
2	23	15	corn	630
2	23	16	into	631
2	23	17	golden	632
2	23	18	meal.	633
2	24	0	But	634
2	24	1	what	635
2	24	2	giant	636
2	24	3	do	637
2	24	4	you	638
2	24	5	suppose	639
2	24	6	it	640
2	24	7	was	641
2	24	8	who	642
2	24	9	could	643
2	24	10	turn	644
2	24	11	and	645
2	24	12	swing	646
2	24	13	that	647
2	24	14	tremendous	648
2	24	15	wheel?	649
2	25	0	No	650
2	25	1	giant	651
2	25	2	at	652
2	25	3	all.	653
2	26	0	It	654
2	26	1	was	655
2	26	2	just	656
2	26	3	our	657
2	26	4	tiny	658
2	26	5	little	659
2	26	6	water	660
2	26	7	drops,	661
2	26	8	who	662
2	26	9	sprang	663
2	26	10	on	664
2	26	11	it	665
2	26	12	by	666
2	26	13	hundreds	667
2	26	14	and	668
2	26	15	thousands,	669
2	26	16	and	670
2	26	17	whirled	671
2	26	18	it	672
2	26	19	over	673
2	26	20	and	674
2	26	21	over.	675
2	27	0	It	676
2	27	1	was	677
2	27	2	lucky	678
2	27	3	for	679
2	27	4	the	680
2	27	5	water	681
2	27	6	drops	682
2	27	7	that	683
2	27	8	the	684
2	27	9	brook	685
2	27	10	where	686
2	27	11	they	687
2	27	12	were	688
2	27	13	swimming	689
2	27	14	next	690
2	27	15	emptied	691
2	27	16	into	692
2	27	17	a	693
2	27	18	beautiful	694
2	27	19	pond	695
2	27	20	where	696
2	27	21	ducks	697
2	27	22	and	698
2	27	23	geese	699
2	27	24	were	700
2	27	25	living	701
2	27	26	peacefully.	702
2	28	0	Aqua	703
2	28	1	liked	704
2	28	2	to	705
2	28	3	play	706
2	28	4	hide-and-seek	707
2	28	5	in	708
2	28	6	this	709
2	28	7	pond,	710
2	28	8	and	711
2	28	9	it	712
2	28	10	was	713
2	28	11	his	714
2	28	12	brother	715
2	28	13	water	716
2	28	14	drop	717
2	28	15	who	718
2	28	16	he	719
2	28	17	fooled	720
2	28	18	by	721
2	28	19	swimming	722
2	28	20	to	723
2	28	21	a	724
2	28	22	big	725
2	28	23	pool	726
2	28	24	of	727
2	28	25	water	728
2	28	26	and	729
2	28	27	pretending	730
2	28	28	to	731
2	28	29	hide	732
2	28	30	there,	733
2	28	31	but	734
2	28	32	then	735
2	28	33	sneaking	736
2	28	34	under	737
2	28	35	a	738
2	28	36	rock	739
2	28	37	into	740
2	28	38	an	741
2	28	39	obscured	742
2	28	40	little	743
2	28	41	puddle.	744
2	29	0	His	745
2	29	1	brother	746
2	29	2	had	747
2	29	3	blatantly	748
2	29	4	peeked	749
2	29	5	and	750
2	29	6	even	751
2	29	7	followed	752
2	29	8	Aqua	753
2	29	9	as	754
2	29	10	he	755
2	29	11	entered	756
2	29	12	the	757
2	29	13	big	758
2	29	14	pool	759
2	29	15	of	760
2	29	16	water,	761
2	29	17	so	762
2	29	18	when	763
2	29	19	he	764
2	29	20	searched	765
2	29	21	there	766
2	29	22	and	767
2	29	23	could	768
2	29	24	not	769
2	29	25	find	770
2	29	26	him,	771
2	29	27	he	772
2	29	28	was	773
2	29	29	extremely	774
2	29	30	surprised	775
2	29	31	and	776
2	29	32	gave	777
2	29	33	up.	778
2	30	0	Aqua	779
2	30	1	liked	780
2	30	2	this	781
2	30	3	pond	782
2	30	4	where	783
2	30	5	he	784
2	30	6	could	785
2	30	7	play	786
2	30	8	all	787
2	30	9	day,	788
2	30	10	so	789
2	30	11	he	790
2	30	12	stayed	791
2	30	13	a	792
2	30	14	good	793
2	30	15	while,	794
2	30	16	sailing	795
2	30	17	up	796
2	30	18	and	797
2	30	19	down,	798
2	30	20	taking	799
2	30	21	the	800
2	30	22	ducks'	801
2	30	23	backs	802
2	30	24	for	803
2	30	25	ships	804
2	30	26	and	805
2	30	27	the	806
2	30	28	frogs	807
2	30	29	for	808
2	30	30	horses,	809
2	30	31	but	810
2	30	32	after	811
2	30	33	a	812
2	30	34	time	813
2	30	35	he	814
2	30	36	tired	815
2	30	37	of	816
2	30	38	the	817
2	30	39	dull	818
2	30	40	life,	819
2	30	41	and	820
2	30	42	he	821
2	30	43	and	822
2	30	44	his	823
2	30	45	brothers	824
2	30	46	floated	825
2	30	47	under	826
2	30	48	a	827
2	30	49	bridge	828
2	30	50	for	829
2	30	51	a	830
2	30	52	long	831
2	30	53	distance,	832
2	30	54	until	833
2	30	55	they	834
2	30	56	saw	835
2	30	57	another	836
2	30	58	brook	837
2	30	59	tumbling	838
2	30	60	down	839
2	30	61	a	840
2	30	62	hillside.	841
2	31	0	'Come,	842
2	31	1	let's	843
2	31	2	join	844
2	31	3	hands!'	845
2	31	4	cried	846
2	31	5	Aqua	847
2	31	6	and	848
2	31	7	because	849
2	31	8	the	850
2	31	9	water	851
2	31	10	drops	852
2	31	11	were	853
2	31	12	all	854
2	31	13	together,	855
2	31	14	overcoming	856
2	31	15	the	857
2	31	16	brook	858
2	31	17	was	859
2	31	18	child's	860
2	31	19	play.	861
2	32	0	It	862
2	32	1	was	863
2	32	2	by	864
2	32	3	the	865
2	32	4	help	866
2	32	5	of	867
2	32	6	Aqua	868
2	32	7	and	869
2	32	8	his	870
2	32	9	brothers	871
2	32	10	that	872
2	32	11	the	873
2	32	12	bewitching	874
2	32	13	river	875
2	32	14	was	876
2	32	15	able	877
2	32	16	to	878
2	32	17	float	879
2	32	18	heavy	880
2	32	19	ships,	881
2	32	20	though	882
2	32	21	not	883
2	32	22	so	884
2	32	23	long	885
2	32	24	ago	886
2	32	25	it	887
2	32	26	was	888
2	32	27	only	889
2	32	28	a	890
2	32	29	little	891
2	32	30	stream.	892
2	33	0	As	893
2	33	1	the	894
2	33	2	river	895
2	33	3	grew	896
2	33	4	wider	897
2	33	5	and	898
2	33	6	he	899
2	33	7	could	900
2	33	8	almost	901
2	33	9	see	902
2	33	10	the	903
2	33	11	ocean,	904
2	33	12	Aqua	905
2	33	13	realized	906
2	33	14	his	907
2	33	15	journey	908
2	33	16	was	909
2	33	17	almost	910
2	33	18	over	911
2	33	19	and	912
2	33	20	he	913
2	33	21	had	914
2	33	22	come	915
2	33	23	full	916
2	33	24	circle.	917
2	34	0	Back	918
2	34	1	in	919
2	34	2	the	920
2	34	3	ocean,	921
2	34	4	he	922
2	34	5	felt	923
2	34	6	right	924
2	34	7	at	925
2	34	8	home.	926
2	35	0	For	927
2	35	1	him,	928
2	35	2	this	929
2	35	3	was	930
2	35	4	the	931
2	35	5	safest,	932
2	35	6	sweetest	933
2	35	7	place	934
2	35	8	in	935
2	35	9	the	936
2	35	10	whole	937
2	35	11	wide	938
2	35	12	world.	939
2	36	0	During	940
2	36	1	the	941
2	36	2	warm	942
2	36	3	summer	943
2	36	4	evenings,	944
2	36	5	if	945
2	36	6	you	946
2	36	7	take	947
2	36	8	a	948
2	36	9	walk	949
2	36	10	on	950
2	36	11	the	951
2	36	12	sea	952
2	36	13	beach,	953
2	36	14	you	954
2	36	15	will	955
2	36	16	hear	956
2	36	17	the	957
2	36	18	gentle	958
2	36	19	rippling	959
2	36	20	swash	960
2	36	21	of	961
2	36	22	the	962
2	36	23	waves	963
2	36	24	and	964
2	36	25	some	965
2	36	26	say	966
2	36	27	that	967
2	36	28	it	968
2	36	29	must	969
2	36	30	be	970
2	36	31	the	971
2	36	32	gurgling	972
2	36	33	voices	973
2	36	34	of	974
2	36	35	Aqua	975
2	36	36	and	976
2	36	37	his	977
2	36	38	brother	978
2	36	39	water	979
2	36	40	drops	980
2	36	41	telling	981
2	36	42	each	982
2	36	43	other	983
2	36	44	about	984
2	36	45	their	985
2	36	46	wonderful	986
2	36	47	journey	987
2	36	48	around	988
2	36	49	the	989
2	36	50	world.	990
3	1	0	It	1
3	1	1	was	2
3	1	2	cold	3
3	1	3	and	4
3	1	4	nearly	5
3	1	5	dark	6
3	1	6	on	7
3	1	7	the	8
3	1	8	last	9
3	1	9	evening	10
3	1	10	of	11
3	1	11	the	12
3	1	12	old	13
3	1	13	year,	14
3	1	14	and	15
3	1	15	the	16
3	1	16	snow	17
3	1	17	was	18
3	1	18	falling	19
3	1	19	fast	20
3	1	20	and	21
3	1	21	furious.	22
3	2	0	A	23
3	2	1	little	24
3	2	2	girl	25
3	2	3	no	26
3	2	4	one	27
3	2	5	sheltered	28
3	2	6	from	29
3	2	7	the	30
3	2	8	gelid	31
3	2	9	air	32
3	2	10	roamed	33
3	2	11	through	34
3	2	12	the	35
3	2	13	streets	36
3	2	14	with	37
3	2	15	a	38
3	2	16	bare	39
3	2	17	head	40
3	2	18	and	41
3	2	19	naked	42
3	2	20	feet,	43
3	2	21	looking	44
3	2	22	as	45
3	2	23	poor	46
3	2	24	as	47
3	2	25	a	48
3	2	26	church	49
3	2	27	mouse.	50
3	3	0	It's	51
3	3	1	true	52
3	3	2	she	53
3	3	3	had	54
3	3	4	on	55
3	3	5	a	56
3	3	6	pair	57
3	3	7	of	58
3	3	8	slippers	59
3	3	9	her	60
3	3	10	mother	61
3	3	11	had	62
3	3	12	once	63
3	3	13	given	64
3	3	14	her	65
3	3	15	when	66
3	3	16	she	67
3	3	17	left	68
3	3	18	home,	69
3	3	19	but	70
3	3	20	they	71
3	3	21	were	72
3	3	22	as	73
3	3	23	much	74
3	3	24	use	75
3	3	25	to	76
3	3	26	her	77
3	3	27	as	78
3	3	28	a	79
3	3	29	chocolate	80
3	3	30	teapot.	81
3	4	0	The	82
3	4	1	slippers	83
3	4	2	owned	84
3	4	3	by	85
3	4	4	her	86
3	4	5	mother	87
3	4	6	were	88
3	4	7	so	89
3	4	8	large	90
3	4	9	that	91
3	4	10	the	92
3	4	11	emaciated	93
3	4	12	little	94
3	4	13	creature	95
3	4	14	had	96
3	4	15	lost	97
3	4	16	them	98
3	4	17	while	99
3	4	18	running	100
3	4	19	across	101
3	4	20	the	102
3	4	21	street	103
3	4	22	to	104
3	4	23	avoid	105
3	4	24	two	106
3	4	25	carriages	107
3	4	26	that	108
3	4	27	were	109
3	4	28	rolling	110
3	4	29	along	111
3	4	30	at	112
3	4	31	a	113
3	4	32	terrible	114
3	4	33	rate.	115
3	5	0	One	116
3	5	1	of	117
3	5	2	the	118
3	5	3	slippers	119
3	5	4	she	120
3	5	5	could	121
3	5	6	not	122
3	5	7	find,	123
3	5	8	and	124
3	5	9	a	125
3	5	10	boy	126
3	5	11	seized	127
3	5	12	upon	128
3	5	13	the	129
3	5	14	other,	130
3	5	15	saying	131
3	5	16	that	132
3	5	17	he	133
3	5	18	could	134
3	5	19	use	135
3	5	20	it	136
3	5	21	as	137
3	5	22	a	138
3	5	23	home	139
3	5	24	for	140
3	5	25	his	141
3	5	26	little	142
3	5	27	pet	143
3	5	28	mouse.	144
3	6	0	So	145
3	6	1	with	146
3	6	2	her	147
3	6	3	naked	148
3	6	4	feet,	149
3	6	5	which	150
3	6	6	were	151
3	6	7	quite	152
3	6	8	red	153
3	6	9	and	154
3	6	10	blue	155
3	6	11	with	156
3	6	12	the	157
3	6	13	cold,	158
3	6	14	the	159
3	6	15	little	160
3	6	16	girl	161
3	6	17	went	162
3	6	18	on,	163
3	6	19	wondering	164
3	6	20	how	165
3	6	21	she	166
3	6	22	would	167
3	6	23	get	168
3	6	24	through	169
3	6	25	this	170
3	6	26	dreadful	171
3	6	27	night.	172
3	7	0	She	173
3	7	1	approached	174
3	7	2	an	175
3	7	3	old	176
3	7	4	hovel	177
3	7	5	she	178
3	7	6	had	179
3	7	7	used	180
3	7	8	as	181
3	7	9	a	182
3	7	10	shelter	183
3	7	11	a	184
3	7	12	few	185
3	7	13	times	186
3	7	14	before,	187
3	7	15	and	188
3	7	16	found	189
3	7	17	the	190
3	7	18	entrance	191
3	7	19	was	192
3	7	20	locked.	193
3	8	0	Tough	194
3	8	1	luck	195
3	8	2	for	196
3	8	3	the	197
3	8	4	girl!	198
3	9	0	This	199
3	9	1	day	200
3	9	2	was	201
3	9	3	even	202
3	9	4	worse	203
3	9	5	than	204
3	9	6	the	205
3	9	7	others.	206
3	10	0	No	207
3	10	1	Good	208
3	10	2	Samaritan	209
3	10	3	had	210
3	10	4	given	211
3	10	5	her	212
3	10	6	even	213
3	10	7	a	214
3	10	8	penny.	215
3	11	0	And	216
3	11	1	she	217
3	11	2	had	218
3	11	3	no	219
3	11	4	luck	220
3	11	5	selling	221
3	11	6	any	222
3	11	7	matches	223
3	11	8	that	224
3	11	9	she	225
3	11	10	carried	226
3	11	11	in	227
3	11	12	the	228
3	11	13	old	229
3	11	14	apron	230
3	11	15	her	231
3	11	16	grandmother	232
3	11	17	had	233
3	11	18	given	234
3	11	19	her.	235
3	12	0	Poor	236
3	12	1	little	237
3	12	2	child,	238
3	12	3	she	239
3	12	4	looked	240
3	12	5	the	241
3	12	6	picture	242
3	12	7	of	243
3	12	8	misery.	244
3	13	0	On	245
3	13	1	her	246
3	13	2	long,	247
3	13	3	fair	248
3	13	4	hair,	249
3	13	5	which	250
3	13	6	hung	251
3	13	7	in	252
3	13	8	curls	253
3	13	9	on	254
3	13	10	her	255
3	13	11	shoulders,	256
3	13	12	the	257
3	13	13	snowflakes	258
3	13	14	kept	259
3	13	15	landing,	260
3	13	16	but	261
3	13	17	she	262
3	13	18	did	263
3	13	19	not	264
3	13	20	notice	265
3	13	21	them	266
3	13	22	as	267
3	13	23	she	268
3	13	24	shivered	269
3	13	25	along.	270
3	14	0	She	271
3	14	1	was	272
3	14	2	losing	273
3	14	3	strength	274
3	14	4	and	275
3	14	5	beginning	276
3	14	6	to	277
3	14	7	doubt	278
3	14	8	she	279
3	14	9	could	280
3	14	10	weather	281
3	14	11	this	282
3	14	12	storm.	283
3	15	0	It	284
3	15	1	was	285
3	15	2	New	286
3	15	3	Year's,	287
3	15	4	and	288
3	15	5	the	289
3	15	6	girl	290
3	15	7	asked	291
3	15	8	herself	292
3	15	9	why,	293
3	15	10	as	294
3	15	11	lights	295
3	15	12	shone	296
3	15	13	from	297
3	15	14	every	298
3	15	15	window,	299
3	15	16	and	300
3	15	17	the	301
3	15	18	savory	302
3	15	19	smell	303
3	15	20	of	304
3	15	21	roast	305
3	15	22	goose	306
3	15	23	crept	307
3	15	24	out	308
3	15	25	on	309
3	15	26	the	310
3	15	27	streets,	311
3	15	28	she	312
3	15	29	was	313
3	15	30	outside	314
3	15	31	all	315
3	15	32	alone.	316
3	16	0	Exhausted,	317
3	16	1	she	318
3	16	2	finally	319
3	16	3	sat	320
3	16	4	down	321
3	16	5	in	322
3	16	6	a	323
3	16	7	corner	324
3	16	8	behind	325
3	16	9	the	326
3	16	10	little	327
3	16	11	bakery.	328
3	17	0	She	329
3	17	1	put	330
3	17	2	a	331
3	17	3	rag	332
3	17	4	she	333
3	17	5	had	334
3	17	6	found	335
3	17	7	over	336
3	17	8	her	337
3	17	9	legs	338
3	17	10	to	339
3	17	11	cover	340
3	17	12	herself,	341
3	17	13	but	342
3	17	14	she	343
3	17	15	could	344
3	17	16	not	345
3	17	17	keep	346
3	17	18	off	347
3	17	19	the	348
3	17	20	cold.	349
3	18	0	The	350
3	18	1	girl,	351
3	18	2	who	352
3	18	3	the	353
3	18	4	night	354
3	18	5	air	355
3	18	6	had	356
3	18	7	completely	357
3	18	8	enveloped,	358
3	18	9	dared	359
3	18	10	not	360
3	18	11	go	361
3	18	12	home,	362
3	18	13	for	363
3	18	14	she	364
3	18	15	had	365
3	18	16	sold	366
3	18	17	no	367
3	18	18	matches.	368
3	19	0	Her	369
3	19	1	father	370
3	19	2	had	371
3	19	3	been	372
3	19	4	mean	373
3	19	5	and	374
3	19	6	moody	375
3	19	7	ever	376
3	19	8	since	377
3	19	9	his	378
3	19	10	wife	379
3	19	11	had	380
3	19	12	gone	381
3	19	13	to	382
3	19	14	meet	383
3	19	15	her	384
3	19	16	Maker.	385
3	20	0	He	386
3	20	1	would	387
3	20	2	certainly	388
3	20	3	beat	389
3	20	4	her,	390
3	20	5	as	391
3	20	6	he	392
3	20	7	has	393
3	20	8	done	394
3	20	9	several	395
3	20	10	times	396
3	20	11	in	397
3	20	12	the	398
3	20	13	weeks	399
3	20	14	past,	400
3	20	15	because	401
3	20	16	she	402
3	20	17	had	403
3	20	18	not	404
3	20	19	earned	405
3	20	20	any	406
3	20	21	money	407
3	20	22	today.	408
3	21	0	Besides,	409
3	21	1	it	410
3	21	2	was	411
3	21	3	almost	412
3	21	4	as	413
3	21	5	cold	414
3	21	6	at	415
3	21	7	home	416
3	21	8	as	417
3	21	9	outside,	418
3	21	10	for	419
3	21	11	they	420
3	21	12	had	421
3	21	13	only	422
3	21	14	a	423
3	21	15	patchy	424
3	21	16	roof	425
3	21	17	to	426
3	21	18	cover	427
3	21	19	them.	428
3	22	0	The	429
3	22	1	girl's	430
3	22	2	little	431
3	22	3	hands	432
3	22	4	were	433
3	22	5	almost	434
3	22	6	frozen	435
3	22	7	solid	436
3	22	8	so	437
3	22	9	she	438
3	22	10	decided	439
3	22	11	that	440
3	22	12	a	441
3	22	13	burning	442
3	22	14	match	443
3	22	15	might	444
3	22	16	be	445
3	22	17	of	446
3	22	18	some	447
3	22	19	good.	448
3	23	0	'Scratch!'	449
3	23	1	sounded	450
3	23	2	the	451
3	23	3	match	452
3	23	4	as	453
3	23	5	she	454
3	23	6	drew	455
3	23	7	it	456
3	23	8	out.	457
3	24	0	How	458
3	24	1	it	459
3	24	2	sputtered	460
3	24	3	as	461
3	24	4	it	462
3	24	5	burnt!	463
3	25	0	It	464
3	25	1	gave	465
3	25	2	a	466
3	25	3	warm,	467
3	25	4	candle-like	468
3	25	5	bright	469
3	25	6	light	470
3	25	7	that	471
3	25	8	the	472
3	25	9	girl	473
3	25	10	hid	474
3	25	11	from	475
3	25	12	the	476
3	25	13	world	477
3	25	14	as	478
3	25	15	she	479
3	25	16	held	480
3	25	17	her	481
3	25	18	hand	482
3	25	19	over	483
3	25	20	it.	484
3	26	0	Why	485
3	26	1	had	486
3	26	2	no	487
3	26	3	one	488
3	26	4	wanted	489
3	26	5	to	490
3	26	6	buy	491
3	26	7	even	492
3	26	8	one	493
3	26	9	match?	494
3	27	0	A	495
3	27	1	wonderful	496
3	27	2	light,	497
3	27	3	it	498
3	27	4	was	499
3	27	5	really.	500
3	28	0	It	501
3	28	1	seemed	502
3	28	2	to	503
3	28	3	the	504
3	28	4	girl	505
3	28	5	that	506
3	28	6	she	507
3	28	7	was	508
3	28	8	sitting	509
3	28	9	by	510
3	28	10	a	511
3	28	11	large	512
3	28	12	iron	513
3	28	13	stove,	514
3	28	14	with	515
3	28	15	polished	516
3	28	16	brass	517
3	28	17	feet	518
3	28	18	and	519
3	28	19	a	520
3	28	20	brass	521
3	28	21	ornament.	522
3	29	0	How	523
3	29	1	the	524
3	29	2	fire	525
3	29	3	burned!	526
3	30	0	The	527
3	30	1	girl	528
3	30	2	was	529
3	30	3	pleased	530
3	30	4	and	531
3	30	5	the	532
3	30	6	fire	533
3	30	7	actually	534
3	30	8	seemed	535
3	30	9	so	536
3	30	10	warm	537
3	30	11	that	538
3	30	12	the	539
3	30	13	child	540
3	30	14	stretched	541
